# BOBMOE0 stage=1 arm=moe deterministic metrics log
# arm_seed=28271 perm_seed=28371 param_total=17118720
step	lr	ce	aux	loss	gradnorm
220	2.44351009059483879e-03	1.86096680164337158e+00	1.13027524948120117e+00	1.87226951122283936e+00	5.67322254180908203e-01
221	2.43490779883177117e-03	1.89141988754272461e+00	1.11829018592834473e+00	1.90260279178619385e+00	6.40669226646423340e-01
222	2.42625709025842641e-03	1.87552225589752197e+00	1.12054455280303955e+00	1.88672769069671631e+00	5.43515145778656006e-01
223	2.41755849849125629e-03	1.87793493270874023e+00	1.14278733730316162e+00	1.88936281204223633e+00	5.63007712364196777e-01
224	2.40881256010037643e-03	1.88305175304412842e+00	1.12333893775939941e+00	1.89428520202636719e+00	6.50772988796234131e-01
225	2.40001981457646334e-03	1.93293559551239014e+00	1.15700781345367432e+00	1.94450569152832031e+00	6.66995525360107422e-01
226	2.39118080429747814e-03	1.86362957954406738e+00	1.15021646022796631e+00	1.87513172626495361e+00	5.12513518333435059e-01
227	2.38229607449521024e-03	1.83877229690551758e+00	1.14342749118804932e+00	1.85020661354064941e+00	6.26150786876678467e-01
228	2.37336617322164538e-03	1.91829109191894531e+00	1.15734219551086426e+00	1.92986452579498291e+00	5.25950670242309570e-01
229	2.36439165131515716e-03	1.85785794258117676e+00	1.13453245162963867e+00	1.86920320987701416e+00	5.99189341068267822e-01
230	2.35537306236653079e-03	1.90701580047607422e+00	1.16171908378601074e+00	1.91863298416137695e+00	6.09728991985321045e-01
231	2.34631096268481413e-03	1.80266261100769043e+00	1.17398703098297119e+00	1.81440246105194092e+00	6.47621810436248779e-01
232	2.33720591126300101e-03	1.91049087047576904e+00	1.17534506320953369e+00	1.92224431037902832e+00	5.24219155311584473e-01
233	2.32805846974355312e-03	1.80307316780090332e+00	1.16440868377685547e+00	1.81471729278564453e+00	5.73357999324798584e-01
234	2.31886920238375026e-03	1.86070835590362549e+00	1.15870726108551025e+00	1.87229537963867188e+00	5.87397754192352295e-01
235	2.30963867602088958e-03	1.89051008224487305e+00	1.16490471363067627e+00	1.90215909481048584e+00	5.12736320495605469e-01
236	2.30036746003731531e-03	1.78455650806427002e+00	1.16586554050445557e+00	1.79621517658233643e+00	6.33583366870880127e-01
237	2.29105612632530273e-03	1.76776373386383057e+00	1.17790663242340088e+00	1.77954280376434326e+00	6.31344139575958252e-01
238	2.28170524925177393e-03	1.86862564086914062e+00	1.17256808280944824e+00	1.88035130500793457e+00	5.79671800136566162e-01
239	2.27231540562287428e-03	1.81923913955688477e+00	1.16626822948455811e+00	1.83090186119079590e+00	5.48297584056854248e-01
240	2.26288717464838808e-03	1.78838872909545898e+00	1.14335012435913086e+00	1.79982221126556396e+00	6.57875180244445801e-01
241	2.25342113790601367e-03	1.78462922573089600e+00	1.12425494194030762e+00	1.79587173461914062e+00	5.26612341403961182e-01
242	2.24391787930548542e-03	1.87863969802856445e+00	1.17114889621734619e+00	1.89035117626190186e+00	5.41586756706237793e-01
243	2.23437798505255912e-03	1.77959811687469482e+00	1.15104722976684570e+00	1.79110860824584961e+00	5.27545273303985596e-01
244	2.22480204361284826e-03	1.80416059494018555e+00	1.14525640010833740e+00	1.81561315059661865e+00	5.21807312965393066e-01
245	2.21519064567552793e-03	1.84268391132354736e+00	1.15633714199066162e+00	1.85424733161926270e+00	6.02531611919403076e-01
246	2.20554438411689696e-03	1.87576258182525635e+00	1.14187741279602051e+00	1.88718140125274658e+00	4.83791798353195190e-01
247	2.19586385396380564e-03	1.87733650207519531e+00	1.13640081882476807e+00	1.88870048522949219e+00	5.35709500312805176e-01
248	2.18614965235695369e-03	1.90714132785797119e+00	1.12072205543518066e+00	1.91834855079650879e+00	5.54313659667968750e-01
249	2.17640237851405433e-03	1.85026085376739502e+00	1.15482139587402344e+00	1.86180901527404785e+00	5.35173475742340088e-01
250	2.16662263369287117e-03	1.83617281913757324e+00	1.14123821258544922e+00	1.84758520126342773e+00	5.45766770839691162e-01
251	2.15681102115413250e-03	1.87334799766540527e+00	1.15909194946289062e+00	1.88493895530700684e+00	5.17128348350524902e-01
252	2.14696814612431574e-03	1.89746332168579102e+00	1.15358257293701172e+00	1.90899920463562012e+00	4.91407513618469238e-01
253	2.13709461575831627e-03	1.77191090583801270e+00	1.15004599094390869e+00	1.78341138362884521e+00	5.61265170574188232e-01
254	2.12719103910199731e-03	1.73074972629547119e+00	1.13735985755920410e+00	1.74212336540222168e+00	5.09315371513366699e-01
255	2.11725802705461583e-03	1.76323676109313965e+00	1.13961672782897949e+00	1.77463293075561523e+00	5.64900457859039307e-01
256	2.10729619233114345e-03	1.68094289302825928e+00	1.11892855167388916e+00	1.69213223457336426e+00	5.03154456615447998e-01
257	2.09730614942447036e-03	1.84030592441558838e+00	1.16106665134429932e+00	1.85191655158996582e+00	5.50920486450195312e-01
258	2.08728851456750197e-03	1.76872944831848145e+00	1.14847028255462646e+00	1.78021419048309326e+00	5.39868831634521484e-01
259	2.07724390569514116e-03	1.83819270133972168e+00	1.15421080589294434e+00	1.84973478317260742e+00	6.00618064403533936e-01
260	2.06717294240617907e-03	1.73112320899963379e+00	1.11372840404510498e+00	1.74226045608520508e+00	5.07049500942230225e-01
261	2.05707624592506907e-03	1.86893939971923828e+00	1.14054310321807861e+00	1.88034486770629883e+00	5.15170097351074219e-01
262	2.04695443906361026e-03	1.88301289081573486e+00	1.12460029125213623e+00	1.89425885677337646e+00	5.65490722656250000e-01
263	2.03680814618252765e-03	1.85755133628845215e+00	1.11850225925445557e+00	1.86873638629913330e+00	5.01758098602294922e-01
264	2.02663799315295958e-03	1.83965492248535156e+00	1.13980317115783691e+00	1.85105299949645996e+00	5.54800748825073242e-01
265	2.01644460731785014e-03	1.88648653030395508e+00	1.11771869659423828e+00	1.89766371250152588e+00	5.28123676776885986e-01
266	2.00622861745325355e-03	1.81522476673126221e+00	1.10051977634429932e+00	1.82622992992401123e+00	5.18451273441314697e-01
267	1.99599065372954533e-03	1.82650315761566162e+00	1.11147367954254150e+00	1.83761787414550781e+00	5.27137100696563721e-01
268	1.98573134767255407e-03	1.80186057090759277e+00	1.16172289848327637e+00	1.81347775459289551e+00	5.19086420536041260e-01
269	1.97545133212460216e-03	1.89598846435546875e+00	1.14356911182403564e+00	1.90742421150207520e+00	5.63852250576019287e-01
270	1.96515124120547231e-03	1.84789788722991943e+00	1.14657807350158691e+00	1.85936367511749268e+00	5.33641099929809570e-01
271	1.95483171027329003e-03	1.88180208206176758e+00	1.16443037986755371e+00	1.89344644546508789e+00	5.56352376937866211e-01
272	1.94449337588533267e-03	1.86437904834747314e+00	1.15292954444885254e+00	1.87590837478637695e+00	4.83906090259552002e-01
273	1.93413687575876231e-03	1.79469656944274902e+00	1.14821076393127441e+00	1.80617868900299072e+00	4.97003704309463501e-01
274	1.92376284873129193e-03	1.91831600666046143e+00	1.14324355125427246e+00	1.92974841594696045e+00	5.30478894710540771e-01
275	1.91337193472177337e-03	1.63853335380554199e+00	1.15724277496337891e+00	1.65010583400726318e+00	4.88787710666656494e-01
276	1.90296477469072849e-03	1.81431889533996582e+00	1.19543850421905518e+00	1.82627332210540771e+00	5.05340278148651123e-01
277	1.89254201060081026e-03	1.78391635417938232e+00	1.19756317138671875e+00	1.79589200019836426e+00	4.98419374227523804e-01
278	1.88210428537720267e-03	1.78305864334106445e+00	1.15478312969207764e+00	1.79460644721984863e+00	5.49017906188964844e-01
279	1.87165224286796501e-03	1.78521442413330078e+00	1.15474069118499756e+00	1.79676187038421631e+00	4.76575911045074463e-01
280	1.86118652780431189e-03	1.80847740173339844e+00	1.15254473686218262e+00	1.82000279426574707e+00	5.27587234973907471e-01
281	1.85070778576084641e-03	1.79805779457092285e+00	1.15464031696319580e+00	1.80960416793823242e+00	5.05218088626861572e-01
282	1.84021666311573635e-03	1.84475207328796387e+00	1.14025664329528809e+00	1.85615468025207520e+00	5.75479745864868164e-01
283	1.82971380701084569e-03	1.76872825622558594e+00	1.13853240013122559e+00	1.78011357784271240e+00	5.55420160293579102e-01
284	1.81919986531181100e-03	1.76896107196807861e+00	1.15434134006500244e+00	1.78050446510314941e+00	4.83714073896408081e-01
285	1.80867548656808100e-03	1.69080388545989990e+00	1.13221991062164307e+00	1.70212602615356445e+00	4.72269028425216675e-01
286	1.79814131997291108e-03	1.77700579166412354e+00	1.13644134998321533e+00	1.78837025165557861e+00	4.85533684492111206e-01
287	1.78759801532331775e-03	1.84026324748992920e+00	1.16187632083892822e+00	1.85188198089599609e+00	5.14608621597290039e-01
288	1.77704622297999472e-03	1.79004323482513428e+00	1.12835991382598877e+00	1.80132687091827393e+00	4.67738121747970581e-01
289	1.76648659382719689e-03	1.73563706874847412e+00	1.14578175544738770e+00	1.74709486961364746e+00	5.15641331672668457e-01
290	1.75591977923259088e-03	1.78832042217254639e+00	1.15881192684173584e+00	1.79990851879119873e+00	5.15047550201416016e-01
291	1.74534643100707513e-03	1.72972273826599121e+00	1.11709511280059814e+00	1.74089372158050537e+00	4.95649099349975586e-01
292	1.73476720136457314e-03	1.68800139427185059e+00	1.13410377502441406e+00	1.69934248924255371e+00	4.72921609878540039e-01
293	1.72418274288180197e-03	1.66012835502624512e+00	1.11764109134674072e+00	1.67130482196807861e+00	4.47404623031616211e-01
294	1.71359370845801753e-03	1.76955008506774902e+00	1.13470327854156494e+00	1.78089714050292969e+00	5.66315829753875732e-01
295	1.70300075127474281e-03	1.66528880596160889e+00	1.11408448219299316e+00	1.67642962932586670e+00	5.79910635948181152e-01
296	1.69240452475547323e-03	1.74842572212219238e+00	1.10986685752868652e+00	1.75952434539794922e+00	5.51819086074829102e-01
297	1.68180568252537387e-03	1.81241488456726074e+00	1.10840439796447754e+00	1.82349896430969238e+00	5.50154387950897217e-01
298	1.67120487837095792e-03	1.79089629650115967e+00	1.13734364509582520e+00	1.80226969718933105e+00	5.36847889423370361e-01
299	1.66060276619976028e-03	1.75318729877471924e+00	1.13593745231628418e+00	1.76454663276672363e+00	5.17724215984344482e-01
300	1.65000000000000021e-03	1.74247455596923828e+00	1.12260079383850098e+00	1.75370061397552490e+00	4.63156759738922119e-01
301	1.63939723380024036e-03	1.69221723079681396e+00	1.11373555660247803e+00	1.70335459709167480e+00	5.03412604331970215e-01
302	1.62879512162904228e-03	1.83614516258239746e+00	1.11727213859558105e+00	1.84731793403625488e+00	5.14589071273803711e-01
303	1.61819431747462633e-03	1.76825010776519775e+00	1.11182248592376709e+00	1.77936828136444092e+00	5.36087214946746826e-01
304	1.60759547524452697e-03	1.83040964603424072e+00	1.12341475486755371e+00	1.84164381027221680e+00	5.15667319297790527e-01
305	1.59699924872525783e-03	1.75572311878204346e+00	1.11080241203308105e+00	1.76683115959167480e+00	5.20636975765228271e-01
306	1.58640629154198267e-03	1.89979493618011475e+00	1.10357725620269775e+00	1.91083073616027832e+00	5.55703163146972656e-01
307	1.57581725711819845e-03	1.74434638023376465e+00	1.09995794296264648e+00	1.75534594058990479e+00	5.87977707386016846e-01
308	1.56523279863542706e-03	1.78975832462310791e+00	1.12276268005371094e+00	1.80098593235015869e+00	5.04802823066711426e-01
309	1.55465356899292528e-03	1.78517448902130127e+00	1.11055338382720947e+00	1.79628002643585205e+00	4.85587328672409058e-01
310	1.54408022076740975e-03	1.79461431503295898e+00	1.11266446113586426e+00	1.80574095249176025e+00	4.90735977888107300e-01
311	1.53351340617280353e-03	1.73349320888519287e+00	1.12449777126312256e+00	1.74473822116851807e+00	5.27314841747283936e-01
312	1.52295377702000570e-03	1.72787857055664062e+00	1.10094904899597168e+00	1.73888802528381348e+00	5.63635170459747314e-01
313	1.51240198467668266e-03	1.76445162296295166e+00	1.10605287551879883e+00	1.77551209926605225e+00	5.04304945468902588e-01
314	1.50185868002708891e-03	1.71315979957580566e+00	1.11050617694854736e+00	1.72426486015319824e+00	5.44259190559387207e-01
315	1.49132451343191941e-03	1.67648744583129883e+00	1.10208940505981445e+00	1.68750834465026855e+00	4.37158137559890747e-01
316	1.48080013468818899e-03	1.69715547561645508e+00	1.12677311897277832e+00	1.70842325687408447e+00	5.64533591270446777e-01
317	1.47028619298915472e-03	1.82838320732116699e+00	1.13018155097961426e+00	1.83968496322631836e+00	4.94320929050445557e-01
318	1.45978333688426363e-03	1.77509915828704834e+00	1.11111617088317871e+00	1.78621029853820801e+00	5.85779011249542236e-01
319	1.44929221423915401e-03	1.72982227802276611e+00	1.13635003566741943e+00	1.74118578433990479e+00	5.68985939025878906e-01
320	1.43881347219568809e-03	1.64834761619567871e+00	1.13032746315002441e+00	1.65965092182159424e+00	4.94998723268508911e-01
321	1.42834775713203519e-03	1.80022513866424561e+00	1.11730885505676270e+00	1.81139826774597168e+00	5.08872389793395996e-01
322	1.41789571462279688e-03	1.66433334350585938e+00	1.11873590946197510e+00	1.67552065849304199e+00	4.40932124853134155e-01
323	1.40745798939919016e-03	1.66327190399169922e+00	1.12845957279205322e+00	1.67455649375915527e+00	5.04616260528564453e-01
324	1.39703522530927149e-03	1.82132029533386230e+00	1.12882113456726074e+00	1.83260846138000488e+00	4.92428302764892578e-01
325	1.38662806527822704e-03	1.73918092250823975e+00	1.13040935993194580e+00	1.75048506259918213e+00	4.79103326797485352e-01
326	1.37623715126870870e-03	1.63678014278411865e+00	1.11035084724426270e+00	1.64788365364074707e+00	4.75981056690216064e-01
327	1.36586312424123767e-03	1.65801918506622314e+00	1.12081933021545410e+00	1.66922736167907715e+00	4.61925923824310303e-01
328	1.35550662411466818e-03	1.74959623813629150e+00	1.10446608066558838e+00	1.76064085960388184e+00	5.19067525863647461e-01
329	1.34516828972671017e-03	1.66045057773590088e+00	1.09955811500549316e+00	1.67144620418548584e+00	5.25188446044921875e-01
330	1.33484875879452810e-03	1.61949813365936279e+00	1.09071135520935059e+00	1.63040518760681152e+00	5.28729200363159180e-01
331	1.32454866787539804e-03	1.69090640544891357e+00	1.08938956260681152e+00	1.70180034637451172e+00	4.96998190879821777e-01
332	1.31426865232744635e-03	1.69890630245208740e+00	1.11654245853424072e+00	1.71007168292999268e+00	5.34492313861846924e-01
333	1.30400934627045444e-03	1.80855047702789307e+00	1.10260665416717529e+00	1.81957650184631348e+00	5.79317271709442139e-01
334	1.29377138254674708e-03	1.65401220321655273e+00	1.10655236244201660e+00	1.66507768630981445e+00	4.76192176342010498e-01
335	1.28355539268215006e-03	1.74861860275268555e+00	1.12408447265625000e+00	1.75985944271087646e+00	4.81243520975112915e-01
336	1.27336200684704062e-03	1.71021008491516113e+00	1.10295772552490234e+00	1.72123968601226807e+00	5.07883310317993164e-01
337	1.26319185381747233e-03	1.74395525455474854e+00	1.10202300548553467e+00	1.75497543811798096e+00	4.99538153409957886e-01
338	1.25304556093638994e-03	1.67882633209228516e+00	1.13478255271911621e+00	1.69017410278320312e+00	5.51212251186370850e-01
339	1.24292375407493113e-03	1.66975617408752441e+00	1.10540556907653809e+00	1.68081021308898926e+00	5.27005910873413086e-01
340	1.23282705759382135e-03	1.74011075496673584e+00	1.11532187461853027e+00	1.75126397609710693e+00	4.68608707189559937e-01
341	1.22275609430485860e-03	1.76552927494049072e+00	1.11568522453308105e+00	1.77668607234954834e+00	4.90108013153076172e-01
342	1.21271148543249867e-03	1.73240685462951660e+00	1.13115310668945312e+00	1.74371838569641113e+00	5.55495023727416992e-01
343	1.20269385057552919e-03	1.68708717823028564e+00	1.11295390129089355e+00	1.69821667671203613e+00	4.91980731487274170e-01
344	1.19270380766885674e-03	1.68309080600738525e+00	1.10471510887145996e+00	1.69413793087005615e+00	5.07037103176116943e-01
345	1.18274197294538437e-03	1.73088312149047852e+00	1.10203909873962402e+00	1.74190354347229004e+00	4.56338793039321899e-01
346	1.17280896089800310e-03	1.58311438560485840e+00	1.09820795059204102e+00	1.59409642219543457e+00	5.06672084331512451e-01
347	1.16290538424168371e-03	1.69808483123779297e+00	1.09513556957244873e+00	1.70903623104095459e+00	4.66724336147308350e-01
348	1.15303185387568468e-03	1.60410904884338379e+00	1.10607933998107910e+00	1.61516988277435303e+00	4.52470302581787109e-01
349	1.14318897884586770e-03	1.65913021564483643e+00	1.10991561412811279e+00	1.67022931575775146e+00	4.61779981851577759e-01
350	1.13337736630712881e-03	1.66220748424530029e+00	1.13551402091979980e+00	1.67356264591217041e+00	5.01748085021972656e-01
351	1.12359762148594609e-03	1.70783722400665283e+00	1.11859393119812012e+00	1.71902310848236084e+00	4.55444902181625366e-01
352	1.11385034764304629e-03	1.53061461448669434e+00	1.12353539466857910e+00	1.54184997081756592e+00	4.77697283029556274e-01
353	1.10413614603619456e-03	1.73558366298675537e+00	1.11527276039123535e+00	1.74673640727996826e+00	4.48514968156814575e-01
354	1.09445561588310323e-03	1.73640751838684082e+00	1.11940932273864746e+00	1.74760162830352783e+00	4.84930336475372314e-01
355	1.08480935432447249e-03	1.68238914012908936e+00	1.07822585105895996e+00	1.69317138195037842e+00	4.76762920618057251e-01
356	1.07519795638715194e-03	1.74056756496429443e+00	1.11317992210388184e+00	1.75169932842254639e+00	5.24367928504943848e-01
357	1.06562201494744195e-03	1.63486075401306152e+00	1.10174667835235596e+00	1.64587819576263428e+00	4.36730444431304932e-01
358	1.05608212069451457e-03	1.76435339450836182e+00	1.10544312000274658e+00	1.77540779113769531e+00	4.39387530088424683e-01
359	1.04657886209398652e-03	1.63402211666107178e+00	1.09986853599548340e+00	1.64502084255218506e+00	4.53574806451797485e-01
360	1.03711282535161190e-03	1.70629811286926270e+00	1.11897301673889160e+00	1.71748781204223633e+00	4.63114440441131592e-01
361	1.02768459437712592e-03	1.65053498744964600e+00	1.11628508567810059e+00	1.66169786453247070e+00	4.53574657440185547e-01
362	1.01829475074822627e-03	1.72288608551025391e+00	1.12063443660736084e+00	1.73409247398376465e+00	4.19535994529724121e-01
363	1.00894387367469768e-03	1.54707419872283936e+00	1.09063541889190674e+00	1.55798053741455078e+00	5.07214128971099854e-01
364	9.99632539962684238e-04	1.73970878124237061e+00	1.10176932811737061e+00	1.75072646141052246e+00	4.57013368606567383e-01
365	9.90361323979111266e-04	1.72913205623626709e+00	1.09854555130004883e+00	1.74011754989624023e+00	4.65408921241760254e-01
366	9.81130797616249720e-04	1.70496463775634766e+00	1.12436771392822266e+00	1.71620833873748779e+00	4.72781926393508911e-01
367	9.71941530256447079e-04	1.63710951805114746e+00	1.09546804428100586e+00	1.64806425571441650e+00	4.39542233943939209e-01
368	9.62794088736998758e-04	1.66818726062774658e+00	1.12011039257049561e+00	1.67938840389251709e+00	4.28253114223480225e-01
369	9.53689037315185958e-04	1.59768807888031006e+00	1.08876776695251465e+00	1.60857570171356201e+00	4.64645177125930786e-01
370	9.44626937633469082e-04	1.60074877738952637e+00	1.08663117885589600e+00	1.61161506175994873e+00	4.34035599231719971e-01
371	9.35608348684843034e-04	1.62458443641662598e+00	1.09311676025390625e+00	1.63551557064056396e+00	4.18873071670532227e-01
372	9.26633826778354278e-04	1.69995450973510742e+00	1.09887027740478516e+00	1.71094322204589844e+00	4.68681484460830688e-01
373	9.17703925504790067e-04	1.69626200199127197e+00	1.07939934730529785e+00	1.70705604553222656e+00	4.72582876682281494e-01
374	9.08819195702522059e-04	1.68098902702331543e+00	1.08820438385009766e+00	1.69187104701995850e+00	4.62909251451492310e-01
375	8.99980185423537404e-04	1.69672811031341553e+00	1.11261487007141113e+00	1.70785427093505859e+00	5.38974940776824951e-01
376	8.91187439899623988e-04	1.60795211791992188e+00	1.08014833927154541e+00	1.61875355243682861e+00	4.88792806863784790e-01
377	8.82441501508743689e-04	1.59294843673706055e+00	1.09753823280334473e+00	1.60392379760742188e+00	4.63839530944824219e-01
378	8.73742909741574334e-04	1.57023644447326660e+00	1.08140313625335693e+00	1.58105051517486572e+00	4.32888716459274292e-01
379	8.65092201168228808e-04	1.61722016334533691e+00	1.10674715042114258e+00	1.62828767299652100e+00	4.59546983242034912e-01
380	8.56489909405161627e-04	1.77829718589782715e+00	1.09623479843139648e+00	1.78925955295562744e+00	4.94160145521163940e-01
381	8.47936565082248119e-04	1.69275283813476562e+00	1.09634232521057129e+00	1.70371627807617188e+00	4.71103727817535400e-01
382	8.39432695810056907e-04	1.65273797512054443e+00	1.09077811241149902e+00	1.66364574432373047e+00	4.35815691947937012e-01
383	8.30978826147300538e-04	1.64402210712432861e+00	1.08970260620117188e+00	1.65491914749145508e+00	4.09642487764358521e-01
384	8.22575477568482133e-04	1.69829809665679932e+00	1.10090351104736328e+00	1.70930707454681396e+00	4.59893703460693359e-01
385	8.14223168431724067e-04	1.59928429126739502e+00	1.11221671104431152e+00	1.61040639877319336e+00	4.17970001697540283e-01
386	8.05922413946798429e-04	1.67268776893615723e+00	1.11354815959930420e+00	1.68382322788238525e+00	4.83869135379791260e-01
387	7.97673726143340056e-04	1.62053382396697998e+00	1.10770249366760254e+00	1.63161087036132812e+00	4.03518885374069214e-01
388	7.89477613839268820e-04	1.69778025150299072e+00	1.09665739536285400e+00	1.70874679088592529e+00	4.18897122144699097e-01
389	7.81334582609398507e-04	1.55067396163940430e+00	1.08514952659606934e+00	1.56152546405792236e+00	4.17355626821517944e-01
390	7.73245134754252232e-04	1.72669553756713867e+00	1.09946143627166748e+00	1.73769021034240723e+00	4.73313301801681519e-01
391	7.65209769269078327e-04	1.61948227882385254e+00	1.10175943374633789e+00	1.63049983978271484e+00	4.45269614458084106e-01
392	7.57228981813070278e-04	1.70822608470916748e+00	1.08112931251525879e+00	1.71903741359710693e+00	4.11290228366851807e-01
393	7.49303264678790270e-04	1.59527540206909180e+00	1.07324004173278809e+00	1.60600781440734863e+00	4.21585321426391602e-01
394	7.41433106761806428e-04	1.57735848426818848e+00	1.07523000240325928e+00	1.58811080455780029e+00	4.23758447170257568e-01
395	7.33618993530528582e-04	1.62897741794586182e+00	1.08837115764617920e+00	1.63986110687255859e+00	4.12918478250503540e-01
396	7.25861406996270190e-04	1.65684962272644043e+00	1.09778690338134766e+00	1.66782748699188232e+00	4.16689068078994751e-01
397	7.18160825683509868e-04	1.63441085815429688e+00	1.08816862106323242e+00	1.64529252052307129e+00	4.57585483789443970e-01
398	7.10517724600375714e-04	1.57506036758422852e+00	1.07883143424987793e+00	1.58584868907928467e+00	4.08583670854568481e-01
399	7.02932575209344861e-04	1.62368416786193848e+00	1.10160505771636963e+00	1.63470017910003662e+00	4.47293430566787720e-01
400	6.95405845398160941e-04	1.57985937595367432e+00	1.08366072177886963e+00	1.59069597721099854e+00	4.10188317298889160e-01
401	6.87937999450972839e-04	1.63427400588989258e+00	1.09678602218627930e+00	1.64524185657501221e+00	4.47352677583694458e-01
402	6.80529498019695283e-04	1.54537391662597656e+00	1.10084915161132812e+00	1.55638241767883301e+00	4.24505412578582764e-01
403	6.73180798095593630e-04	1.73168587684631348e+00	1.08888411521911621e+00	1.74257469177246094e+00	6.63903594017028809e-01
404	6.65892352981094725e-04	1.61551845073699951e+00	1.10333693027496338e+00	1.62655186653137207e+00	4.24764811992645264e-01
405	6.58664612261824784e-04	1.68610167503356934e+00	1.11547160148620605e+00	1.69725644588470459e+00	4.12701308727264404e-01
406	6.51498021778876800e-04	1.63804960250854492e+00	1.09826278686523438e+00	1.64903223514556885e+00	4.59153264760971069e-01
407	6.44393023601310625e-04	1.58737909793853760e+00	1.11442434787750244e+00	1.59852337837219238e+00	4.35584068298339844e-01
408	6.37350055998879648e-04	1.59684622287750244e+00	1.09600222110748291e+00	1.60780620574951172e+00	4.34468626976013184e-01
409	6.30369553415002283e-04	1.63838922977447510e+00	1.10182881355285645e+00	1.64940750598907471e+00	4.48366045951843262e-01
410	6.23451946439958324e-04	1.67099177837371826e+00	1.10923194885253906e+00	1.68208408355712891e+00	4.09494727849960327e-01
411	6.16597661784331198e-04	1.67719018459320068e+00	1.09102594852447510e+00	1.68810045719146729e+00	4.47391688823699951e-01
412	6.09807122252684726e-04	1.58568882942199707e+00	1.08450114727020264e+00	1.59653389453887939e+00	3.88244330883026123e-01
413	6.03080746717483615e-04	1.68538105487823486e+00	1.09751868247985840e+00	1.69635629653930664e+00	4.32833671569824219e-01
414	5.96418950093254865e-04	1.60291981697082520e+00	1.09444785118103027e+00	1.61386430263519287e+00	4.33949142694473267e-01
415	5.89822143310994628e-04	1.66465795040130615e+00	1.09627628326416016e+00	1.67562067508697510e+00	4.21639621257781982e-01
416	5.83290733292817941e-04	1.61452579498291016e+00	1.08262825012207031e+00	1.62535202503204346e+00	4.03282731771469116e-01
417	5.76825122926861501e-04	1.67091739177703857e+00	1.09784555435180664e+00	1.68189585208892822e+00	4.35780674219131470e-01
418	5.70425711042427792e-04	1.64742517471313477e+00	1.08584427833557129e+00	1.65828359127044678e+00	4.05947744846343994e-01
419	5.64092892385385943e-04	1.70967185497283936e+00	1.09612774848937988e+00	1.72063314914703369e+00	4.27255988121032715e-01
420	5.57827057593821203e-04	1.63251614570617676e+00	1.08765661716461182e+00	1.64339268207550049e+00	4.34025973081588745e-01
421	5.51628593173937674e-04	1.58679163455963135e+00	1.08885490894317627e+00	1.59768021106719971e+00	4.50725287199020386e-01
422	5.45497881476218120e-04	1.61674869060516357e+00	1.07883167266845703e+00	1.62753701210021973e+00	4.13095712661743164e-01
423	5.39435300671839424e-04	1.61107790470123291e+00	1.07629239559173584e+00	1.62184083461761475e+00	4.23682481050491333e-01
424	5.33441224729341423e-04	1.62422633171081543e+00	1.08223021030426025e+00	1.63504862785339355e+00	4.51251357793807983e-01
425	5.27516023391563760e-04	1.63082587718963623e+00	1.08717918395996094e+00	1.64169764518737793e+00	4.66833174228668213e-01
426	5.21660062152835466e-04	1.65621304512023926e+00	1.08447670936584473e+00	1.66705775260925293e+00	4.34900403022766113e-01
427	5.15873702236428430e-04	1.61729633808135986e+00	1.10553228855133057e+00	1.62835168838500977e+00	4.27567631006240845e-01
428	5.10157300572279971e-04	1.59461569786071777e+00	1.09445273876190186e+00	1.60556018352508545e+00	4.37071919441223145e-01
429	5.04511209774970203e-04	1.60709118843078613e+00	1.08793425559997559e+00	1.61797058582305908e+00	4.51108187437057495e-01
430	4.98935778121975646e-04	1.59164154529571533e+00	1.09242951869964600e+00	1.60256588459014893e+00	4.20939922332763672e-01
431	4.93431349532183158e-04	1.55715823173522949e+00	1.08841586112976074e+00	1.56804239749908447e+00	4.54542368650436401e-01
432	4.87998263544676275e-04	1.54125070571899414e+00	1.08835732936859131e+00	1.55213427543640137e+00	4.15077239274978638e-01
433	4.82636855297790754e-04	1.50894916057586670e+00	1.08332693576812744e+00	1.51978242397308350e+00	4.18738812208175659e-01
434	4.77347455508442091e-04	1.60501217842102051e+00	1.09044206142425537e+00	1.61591660976409912e+00	4.71395611763000488e-01
435	4.72130390451723871e-04	1.57649385929107666e+00	1.08113002777099609e+00	1.58730518817901611e+00	4.49177026748657227e-01
436	4.66985981940784437e-04	1.60574150085449219e+00	1.09026718139648438e+00	1.61664414405822754e+00	4.56203490495681763e-01
437	4.61914547306971888e-04	1.51358401775360107e+00	1.08563458919525146e+00	1.52444040775299072e+00	4.31336522102355957e-01
438	4.56916399380263806e-04	1.50680088996887207e+00	1.08829271793365479e+00	1.51768386363983154e+00	4.18493419885635376e-01
439	4.51991846469967798e-04	1.55786335468292236e+00	1.08307564258575439e+00	1.56869411468505859e+00	4.57141339778900146e-01
440	4.47141192345703513e-04	1.48781204223632812e+00	1.08624982833862305e+00	1.49867451190948486e+00	4.94083702564239502e-01
441	4.42364736218666267e-04	1.60033667087554932e+00	1.09647262096405029e+00	1.61130142211914062e+00	4.06958490610122681e-01
442	4.37662772723169046e-04	1.59507501125335693e+00	1.10502660274505615e+00	1.60612523555755615e+00	4.58943307399749756e-01
443	4.33035591898468244e-04	1.59834945201873779e+00	1.09907281398773193e+00	1.60934019088745117e+00	4.42656606435775757e-01
