# BOBMOE0 stage=1 arm=moe deterministic metrics log
# arm_seed=28271 perm_seed=28371 param_total=17118720
step	lr	ce	aux	loss	gradnorm
444	4.28483479170873888e-04	1.63238918781280518e+00	1.10796606540679932e+00	1.64346885681152344e+00	4.61218684911727905e-01
445	4.24006715336140195e-04	1.69510495662689209e+00	1.09763550758361816e+00	1.70608127117156982e+00	4.18636351823806763e-01
446	4.19605576542148907e-04	1.60714840888977051e+00	1.10366976261138916e+00	1.61818516254425049e+00	4.06647205352783203e-01
447	4.15280334271871598e-04	1.56803393363952637e+00	1.08339941501617432e+00	1.57886791229248047e+00	3.77966314554214478e-01
448	4.11031255326625472e-04	1.60591030120849609e+00	1.09480178356170654e+00	1.61685836315155029e+00	4.58942115306854248e-01
449	4.06858601809614688e-04	1.48816967010498047e+00	1.07176554203033447e+00	1.49888730049133301e+00	4.20051187276840210e-01
450	4.02762631109762897e-04	1.57263135910034180e+00	1.09744441509246826e+00	1.58360576629638672e+00	4.24492448568344116e-01
451	3.98743595885836944e-04	1.66430950164794922e+00	1.07250666618347168e+00	1.67503452301025391e+00	4.37331587076187134e-01
452	3.94801744050860708e-04	1.59666097164154053e+00	1.07128071784973145e+00	1.60737383365631104e+00	4.15857762098312378e-01
453	3.90937318756823130e-04	1.63993906974792480e+00	1.07468223571777344e+00	1.65068590641021729e+00	4.87637728452682495e-01
454	3.87150558379679250e-04	1.62579739093780518e+00	1.08342480659484863e+00	1.63663160800933838e+00	4.02253240346908569e-01
455	3.83441696504646537e-04	1.60920917987823486e+00	1.08747029304504395e+00	1.62008392810821533e+00	4.10353958606719971e-01
456	3.79810961911795670e-04	1.56981372833251953e+00	1.08780062198638916e+00	1.58069169521331787e+00	4.27887707948684692e-01
457	3.76258578561938838e-04	1.64694321155548096e+00	1.07861053943634033e+00	1.65772926807403564e+00	4.74590986967086792e-01
458	3.72784765582813860e-04	1.73934078216552734e+00	1.08251488208770752e+00	1.75016593933105469e+00	4.38959032297134399e-01
459	3.69389737255568793e-04	1.53085553646087646e+00	1.08299040794372559e+00	1.54168546199798584e+00	4.13156867027282715e-01
460	3.66073703001542792e-04	1.61030709743499756e+00	1.08985590934753418e+00	1.62120568752288818e+00	4.41012322902679443e-01
461	3.62836867369348390e-04	1.61434936523437500e+00	1.08897745609283447e+00	1.62523913383483887e+00	4.23642724752426147e-01
462	3.59679430022254360e-04	1.59109377861022949e+00	1.09733891487121582e+00	1.60206711292266846e+00	4.25783216953277588e-01
463	3.56601585725869238e-04	1.64520430564880371e+00	1.08556938171386719e+00	1.65605998039245605e+00	4.18268740177154541e-01
464	3.53603524336126894e-04	1.65788471698760986e+00	1.09011220932006836e+00	1.66878581047058105e+00	4.55665528774261475e-01
465	3.50685430787576341e-04	1.56108260154724121e+00	1.08352351188659668e+00	1.57191789150238037e+00	3.79093080759048462e-01
466	3.47847485081972615e-04	1.55851173400878906e+00	1.09948515892028809e+00	1.56950664520263672e+00	3.56005579233169556e-01
467	3.45089862277175201e-04	1.57634031772613525e+00	1.09128785133361816e+00	1.58725321292877197e+00	3.92172813415527344e-01
468	3.42412732476348076e-04	1.43992877006530762e+00	1.07962357997894287e+00	1.45072495937347412e+00	3.82095277309417725e-01
469	3.39816260817467721e-04	1.61408829689025879e+00	1.08802533149719238e+00	1.62496852874755859e+00	4.44905191659927368e-01
470	3.37300607463136663e-04	1.62168061733245850e+00	1.07769775390625000e+00	1.63245761394500732e+00	4.24576103687286377e-01
471	3.34865927590703412e-04	1.56006765365600586e+00	1.07738673686981201e+00	1.57084155082702637e+00	4.67011004686355591e-01
472	3.32512371382690962e-04	1.63778018951416016e+00	1.07875943183898926e+00	1.64856779575347900e+00	4.27970051765441895e-01
473	3.30240084017532714e-04	1.51373934745788574e+00	1.08389186859130859e+00	1.52457821369171143e+00	4.09173369407653809e-01
474	3.28049205660616103e-04	1.40515375137329102e+00	1.07585561275482178e+00	1.41591227054595947e+00	4.04418051242828369e-01
475	3.25939871455638958e-04	1.50179052352905273e+00	1.07724702358245850e+00	1.51256299018859863e+00	4.04048442840576172e-01
476	3.23912211516270412e-04	1.62329220771789551e+00	1.08825850486755371e+00	1.63417482376098633e+00	3.81353080272674561e-01
477	3.21966350918126507e-04	1.66121637821197510e+00	1.08236527442932129e+00	1.67203998565673828e+00	4.33804869651794434e-01
478	3.20102409691055284e-04	1.63601231575012207e+00	1.08568954467773438e+00	1.64686918258666992e+00	4.36310023069381714e-01
479	3.18320502811731190e-04	1.55720138549804688e+00	1.09833848476409912e+00	1.56818473339080811e+00	4.37568098306655884e-01
480	3.16620740196564185e-04	1.52398347854614258e+00	1.07543885707855225e+00	1.53473782539367676e+00	4.00972425937652588e-01
481	3.15003226694918919e-04	1.66887199878692627e+00	1.07949721813201904e+00	1.67966699600219727e+00	4.28277373313903809e-01
482	3.13468062082647306e-04	1.44425439834594727e+00	1.07766938209533691e+00	1.45503103733062744e+00	4.19414311647415161e-01
483	3.12015341055934105e-04	1.66192293167114258e+00	1.09361779689788818e+00	1.67285907268524170e+00	4.32736128568649292e-01
484	3.10645153225455075e-04	1.60741579532623291e+00	1.08356285095214844e+00	1.61825144290924072e+00	4.40546542406082153e-01
485	3.09357583110849549e-04	1.56465494632720947e+00	1.07514631748199463e+00	1.57540643215179443e+00	4.28743183612823486e-01
486	3.08152710135507540e-04	1.53126645088195801e+00	1.06591916084289551e+00	1.54192566871643066e+00	3.95941257476806641e-01
487	3.07030608621669250e-04	1.62988305091857910e+00	1.08400332927703857e+00	1.64072310924530029e+00	4.07156825065612793e-01
488	3.05991347785842041e-04	1.54588413238525391e+00	1.08056998252868652e+00	1.55668985843658447e+00	4.50143218040466309e-01
489	3.05034991734529331e-04	1.55676078796386719e+00	1.08509790897369385e+00	1.56761181354522705e+00	4.22743320465087891e-01
490	3.04161599460277265e-04	1.58313298225402832e+00	1.07647287845611572e+00	1.59389770030975342e+00	3.97478759288787842e-01
491	3.03371224838035430e-04	1.61818313598632812e+00	1.07068479061126709e+00	1.62889003753662109e+00	4.02622461318969727e-01
492	3.02663916621833393e-04	1.60084009170532227e+00	1.07531237602233887e+00	1.61159324645996094e+00	4.42319244146347046e-01
493	3.02039718441773832e-04	1.53603637218475342e+00	1.07891941070556641e+00	1.54682552814483643e+00	4.13540840148925781e-01
494	3.01498668801340622e-04	1.58276736736297607e+00	1.07907366752624512e+00	1.59355807304382324e+00	4.36274886131286621e-01
495	3.01040801075024109e-04	1.52768504619598389e+00	1.09660935401916504e+00	1.53865110874176025e+00	4.22674894332885742e-01
496	3.00666143506262372e-04	1.63267445564270020e+00	1.07756233215332031e+00	1.64345002174377441e+00	4.27514195442199707e-01
497	3.00374719205699235e-04	1.60895812511444092e+00	1.09068942070007324e+00	1.61986505985260010e+00	4.25044298171997070e-01
498	3.00166546149758270e-04	1.49550545215606689e+00	1.08541369438171387e+00	1.50635957717895508e+00	4.35593008995056152e-01
499	3.00041637179533985e-04	1.57482028007507324e+00	1.08670747280120850e+00	1.58568739891052246e+00	4.16660636663436890e-01
500	3.00000000000000028e-04	1.51549923419952393e+00	1.07501339912414551e+00	1.52624940872192383e+00	3.95828783512115479e-01
