# BOBMOE0 stage=1 arm=dense deterministic metrics log
# arm_seed=28272 perm_seed=28372 param_total=5312000
step	lr	ce	aux	loss	gradnorm
211	2.51866541739060147e-03	1.92521178722381592e+00	0.00000000000000000e+00	1.92521178722381592e+00	7.44262516498565674e-01
212	2.51052238616073127e-03	1.95459461212158203e+00	0.00000000000000000e+00	1.95459461212158203e+00	6.53788447380065918e-01
213	2.50232627385666003e-03	1.88361513614654541e+00	0.00000000000000000e+00	1.88361513614654541e+00	6.87511265277862549e-01
214	2.49407758605320242e-03	1.99809408187866211e+00	0.00000000000000000e+00	1.99809408187866211e+00	7.33092129230499268e-01
215	2.48577683156827635e-03	1.87483561038970947e+00	0.00000000000000000e+00	1.87483561038970947e+00	6.83834016323089600e-01
216	2.47742452243151839e-03	1.87243235111236572e+00	0.00000000000000000e+00	1.87243235111236572e+00	6.03727400302886963e-01
217	2.46902117385269923e-03	2.01069021224975586e+00	0.00000000000000000e+00	2.01069021224975586e+00	6.55445396900177002e-01
218	2.46056730418994351e-03	1.87648868560791016e+00	0.00000000000000000e+00	1.87648868560791016e+00	6.37748122215270996e-01
219	2.45206343491775197e-03	1.87548089027404785e+00	0.00000000000000000e+00	1.87548089027404785e+00	6.82602584362030029e-01
220	2.44351009059483879e-03	1.90216863155364990e+00	0.00000000000000000e+00	1.90216863155364990e+00	6.62691175937652588e-01
221	2.43490779883177117e-03	1.92306876182556152e+00	0.00000000000000000e+00	1.92306876182556152e+00	7.95859396457672119e-01
222	2.42625709025842641e-03	1.92023515701293945e+00	0.00000000000000000e+00	1.92023515701293945e+00	6.75395607948303223e-01
223	2.41755849849125629e-03	2.00233840942382812e+00	0.00000000000000000e+00	2.00233840942382812e+00	7.41601109504699707e-01
224	2.40881256010037643e-03	1.82360613346099854e+00	0.00000000000000000e+00	1.82360613346099854e+00	7.34129488468170166e-01
225	2.40001981457646334e-03	1.76566731929779053e+00	0.00000000000000000e+00	1.76566731929779053e+00	7.55911588668823242e-01
226	2.39118080429747814e-03	1.87414872646331787e+00	0.00000000000000000e+00	1.87414872646331787e+00	6.44143044948577881e-01
227	2.38229607449521024e-03	1.90363645553588867e+00	0.00000000000000000e+00	1.90363645553588867e+00	6.91007614135742188e-01
228	2.37336617322164538e-03	1.87338864803314209e+00	0.00000000000000000e+00	1.87338864803314209e+00	6.45771980285644531e-01
229	2.36439165131515716e-03	1.88527762889862061e+00	0.00000000000000000e+00	1.88527762889862061e+00	6.51050031185150146e-01
230	2.35537306236653079e-03	1.78164041042327881e+00	0.00000000000000000e+00	1.78164041042327881e+00	6.79582953453063965e-01
231	2.34631096268481413e-03	1.93378090858459473e+00	0.00000000000000000e+00	1.93378090858459473e+00	8.46574604511260986e-01
232	2.33720591126300101e-03	1.96991264820098877e+00	0.00000000000000000e+00	1.96991264820098877e+00	7.22601056098937988e-01
233	2.32805846974355312e-03	1.79808759689331055e+00	0.00000000000000000e+00	1.79808759689331055e+00	7.54310488700866699e-01
234	2.31886920238375026e-03	1.86714756488800049e+00	0.00000000000000000e+00	1.86714756488800049e+00	6.23854994773864746e-01
235	2.30963867602088958e-03	1.90707659721374512e+00	0.00000000000000000e+00	1.90707659721374512e+00	6.54490530490875244e-01
236	2.30036746003731531e-03	1.82033360004425049e+00	0.00000000000000000e+00	1.82033360004425049e+00	6.78994774818420410e-01
237	2.29105612632530273e-03	1.80307900905609131e+00	0.00000000000000000e+00	1.80307900905609131e+00	6.29939019680023193e-01
238	2.28170524925177393e-03	1.86390292644500732e+00	0.00000000000000000e+00	1.86390292644500732e+00	5.89614272117614746e-01
239	2.27231540562287428e-03	1.99048709869384766e+00	0.00000000000000000e+00	1.99048709869384766e+00	7.01255917549133301e-01
240	2.26288717464838808e-03	1.84122037887573242e+00	0.00000000000000000e+00	1.84122037887573242e+00	6.69440984725952148e-01
241	2.25342113790601367e-03	1.86989521980285645e+00	0.00000000000000000e+00	1.86989521980285645e+00	6.43853485584259033e-01
242	2.24391787930548542e-03	1.80777561664581299e+00	0.00000000000000000e+00	1.80777561664581299e+00	5.59686362743377686e-01
243	2.23437798505255912e-03	1.94969058036804199e+00	0.00000000000000000e+00	1.94969058036804199e+00	7.29277372360229492e-01
244	2.22480204361284826e-03	1.76346325874328613e+00	0.00000000000000000e+00	1.76346325874328613e+00	6.19775414466857910e-01
245	2.21519064567552793e-03	1.75706958770751953e+00	0.00000000000000000e+00	1.75706958770751953e+00	6.44980788230895996e-01
246	2.20554438411689696e-03	1.83561325073242188e+00	0.00000000000000000e+00	1.83561325073242188e+00	6.36496305465698242e-01
247	2.19586385396380564e-03	1.80546796321868896e+00	0.00000000000000000e+00	1.80546796321868896e+00	6.34868383407592773e-01
248	2.18614965235695369e-03	1.84284639358520508e+00	0.00000000000000000e+00	1.84284639358520508e+00	6.44390463829040527e-01
249	2.17640237851405433e-03	1.81750500202178955e+00	0.00000000000000000e+00	1.81750500202178955e+00	6.71388089656829834e-01
250	2.16662263369287117e-03	1.74630212783813477e+00	0.00000000000000000e+00	1.74630212783813477e+00	6.93095207214355469e-01
251	2.15681102115413250e-03	1.80496656894683838e+00	0.00000000000000000e+00	1.80496656894683838e+00	7.38370120525360107e-01
252	2.14696814612431574e-03	1.83206474781036377e+00	0.00000000000000000e+00	1.83206474781036377e+00	7.68474459648132324e-01
253	2.13709461575831627e-03	1.77151203155517578e+00	0.00000000000000000e+00	1.77151203155517578e+00	6.95194482803344727e-01
254	2.12719103910199731e-03	1.95904791355133057e+00	0.00000000000000000e+00	1.95904791355133057e+00	7.81481623649597168e-01
255	2.11725802705461583e-03	1.87507355213165283e+00	0.00000000000000000e+00	1.87507355213165283e+00	6.73325657844543457e-01
256	2.10729619233114345e-03	1.89993822574615479e+00	0.00000000000000000e+00	1.89993822574615479e+00	6.19160294532775879e-01
257	2.09730614942447036e-03	1.82300770282745361e+00	0.00000000000000000e+00	1.82300770282745361e+00	6.85532748699188232e-01
258	2.08728851456750197e-03	1.86177933216094971e+00	0.00000000000000000e+00	1.86177933216094971e+00	7.24500417709350586e-01
259	2.07724390569514116e-03	1.83065092563629150e+00	0.00000000000000000e+00	1.83065092563629150e+00	6.56975090503692627e-01
260	2.06717294240617907e-03	1.91960704326629639e+00	0.00000000000000000e+00	1.91960704326629639e+00	7.15497374534606934e-01
261	2.05707624592506907e-03	1.84427869319915771e+00	0.00000000000000000e+00	1.84427869319915771e+00	7.96032726764678955e-01
262	2.04695443906361026e-03	1.81852865219116211e+00	0.00000000000000000e+00	1.81852865219116211e+00	7.06245839595794678e-01
263	2.03680814618252765e-03	1.69792079925537109e+00	0.00000000000000000e+00	1.69792079925537109e+00	5.80502152442932129e-01
264	2.02663799315295958e-03	1.95271241664886475e+00	0.00000000000000000e+00	1.95271241664886475e+00	7.01640427112579346e-01
265	2.01644460731785014e-03	1.72102916240692139e+00	0.00000000000000000e+00	1.72102916240692139e+00	6.54920697212219238e-01
266	2.00622861745325355e-03	1.90139472484588623e+00	0.00000000000000000e+00	1.90139472484588623e+00	7.27814137935638428e-01
267	1.99599065372954533e-03	1.81802177429199219e+00	0.00000000000000000e+00	1.81802177429199219e+00	6.88197791576385498e-01
268	1.98573134767255407e-03	1.82335436344146729e+00	0.00000000000000000e+00	1.82335436344146729e+00	6.12987577915191650e-01
269	1.97545133212460216e-03	1.91523933410644531e+00	0.00000000000000000e+00	1.91523933410644531e+00	6.03573501110076904e-01
270	1.96515124120547231e-03	1.72576642036437988e+00	0.00000000000000000e+00	1.72576642036437988e+00	6.94831132888793945e-01
271	1.95483171027329003e-03	1.86225390434265137e+00	0.00000000000000000e+00	1.86225390434265137e+00	6.17481470108032227e-01
272	1.94449337588533267e-03	1.87817668914794922e+00	0.00000000000000000e+00	1.87817668914794922e+00	6.60404086112976074e-01
273	1.93413687575876231e-03	1.90075504779815674e+00	0.00000000000000000e+00	1.90075504779815674e+00	6.55115604400634766e-01
274	1.92376284873129193e-03	1.92683327198028564e+00	0.00000000000000000e+00	1.92683327198028564e+00	6.46324098110198975e-01
275	1.91337193472177337e-03	1.87857162952423096e+00	0.00000000000000000e+00	1.87857162952423096e+00	6.89898014068603516e-01
276	1.90296477469072849e-03	1.86231458187103271e+00	0.00000000000000000e+00	1.86231458187103271e+00	5.81389605998992920e-01
277	1.89254201060081026e-03	1.87048053741455078e+00	0.00000000000000000e+00	1.87048053741455078e+00	5.92712044715881348e-01
278	1.88210428537720267e-03	1.86314809322357178e+00	0.00000000000000000e+00	1.86314809322357178e+00	6.50333404541015625e-01
279	1.87165224286796501e-03	1.66427385807037354e+00	0.00000000000000000e+00	1.66427385807037354e+00	5.93971014022827148e-01
280	1.86118652780431189e-03	1.75178277492523193e+00	0.00000000000000000e+00	1.75178277492523193e+00	6.42291724681854248e-01
281	1.85070778576084641e-03	1.64155232906341553e+00	0.00000000000000000e+00	1.64155232906341553e+00	5.45139968395233154e-01
282	1.84021666311573635e-03	1.77690017223358154e+00	0.00000000000000000e+00	1.77690017223358154e+00	6.95856451988220215e-01
283	1.82971380701084569e-03	1.69255590438842773e+00	0.00000000000000000e+00	1.69255590438842773e+00	5.58952748775482178e-01
284	1.81919986531181100e-03	1.58164632320404053e+00	0.00000000000000000e+00	1.58164632320404053e+00	5.60404956340789795e-01
285	1.80867548656808100e-03	1.77289259433746338e+00	0.00000000000000000e+00	1.77289259433746338e+00	6.45080029964447021e-01
286	1.79814131997291108e-03	1.64905309677124023e+00	0.00000000000000000e+00	1.64905309677124023e+00	5.66657841205596924e-01
287	1.78759801532331775e-03	1.73379468917846680e+00	0.00000000000000000e+00	1.73379468917846680e+00	5.92216968536376953e-01
288	1.77704622297999472e-03	1.82944118976593018e+00	0.00000000000000000e+00	1.82944118976593018e+00	6.11025929450988770e-01
289	1.76648659382719689e-03	1.71905732154846191e+00	0.00000000000000000e+00	1.71905732154846191e+00	5.49010872840881348e-01
290	1.75591977923259088e-03	1.85077416896820068e+00	0.00000000000000000e+00	1.85077416896820068e+00	5.82881331443786621e-01
291	1.74534643100707513e-03	1.68115687370300293e+00	0.00000000000000000e+00	1.68115687370300293e+00	5.44100582599639893e-01
292	1.73476720136457314e-03	1.80986452102661133e+00	0.00000000000000000e+00	1.80986452102661133e+00	6.28686308860778809e-01
293	1.72418274288180197e-03	1.77787292003631592e+00	0.00000000000000000e+00	1.77787292003631592e+00	5.99376618862152100e-01
294	1.71359370845801753e-03	1.78876638412475586e+00	0.00000000000000000e+00	1.78876638412475586e+00	6.28308415412902832e-01
295	1.70300075127474281e-03	1.71987831592559814e+00	0.00000000000000000e+00	1.71987831592559814e+00	6.34575664997100830e-01
296	1.69240452475547323e-03	1.78049802780151367e+00	0.00000000000000000e+00	1.78049802780151367e+00	6.30987882614135742e-01
297	1.68180568252537387e-03	1.64841198921203613e+00	0.00000000000000000e+00	1.64841198921203613e+00	6.23619914054870605e-01
298	1.67120487837095792e-03	1.67317807674407959e+00	0.00000000000000000e+00	1.67317807674407959e+00	5.55049479007720947e-01
299	1.66060276619976028e-03	1.71817839145660400e+00	0.00000000000000000e+00	1.71817839145660400e+00	6.03475868701934814e-01
300	1.65000000000000021e-03	1.75546705722808838e+00	0.00000000000000000e+00	1.75546705722808838e+00	6.33907258510589600e-01
301	1.63939723380024036e-03	1.81673192977905273e+00	0.00000000000000000e+00	1.81673192977905273e+00	6.07838988304138184e-01
302	1.62879512162904228e-03	1.78783094882965088e+00	0.00000000000000000e+00	1.78783094882965088e+00	6.25213801860809326e-01
303	1.61819431747462633e-03	1.76140189170837402e+00	0.00000000000000000e+00	1.76140189170837402e+00	5.56567013263702393e-01
304	1.60759547524452697e-03	1.74089407920837402e+00	0.00000000000000000e+00	1.74089407920837402e+00	5.85445165634155273e-01
305	1.59699924872525783e-03	1.78849101066589355e+00	0.00000000000000000e+00	1.78849101066589355e+00	6.66576147079467773e-01
306	1.58640629154198267e-03	1.78310406208038330e+00	0.00000000000000000e+00	1.78310406208038330e+00	7.10662066936492920e-01
307	1.57581725711819845e-03	1.72925460338592529e+00	0.00000000000000000e+00	1.72925460338592529e+00	6.21202051639556885e-01
308	1.56523279863542706e-03	1.81998860836029053e+00	0.00000000000000000e+00	1.81998860836029053e+00	6.34366273880004883e-01
309	1.55465356899292528e-03	1.76296627521514893e+00	0.00000000000000000e+00	1.76296627521514893e+00	6.38199806213378906e-01
310	1.54408022076740975e-03	1.73452615737915039e+00	0.00000000000000000e+00	1.73452615737915039e+00	5.76710104942321777e-01
311	1.53351340617280353e-03	1.67630577087402344e+00	0.00000000000000000e+00	1.67630577087402344e+00	6.42708361148834229e-01
312	1.52295377702000570e-03	1.71078193187713623e+00	0.00000000000000000e+00	1.71078193187713623e+00	5.75016856193542480e-01
313	1.51240198467668266e-03	1.76911818981170654e+00	0.00000000000000000e+00	1.76911818981170654e+00	6.09631121158599854e-01
314	1.50185868002708891e-03	1.76095712184906006e+00	0.00000000000000000e+00	1.76095712184906006e+00	6.38534247875213623e-01
315	1.49132451343191941e-03	1.74720704555511475e+00	0.00000000000000000e+00	1.74720704555511475e+00	6.87772691249847412e-01
316	1.48080013468818899e-03	1.65958905220031738e+00	0.00000000000000000e+00	1.65958905220031738e+00	5.53809463977813721e-01
317	1.47028619298915472e-03	1.75906491279602051e+00	0.00000000000000000e+00	1.75906491279602051e+00	6.42112672328948975e-01
318	1.45978333688426363e-03	1.70993566513061523e+00	0.00000000000000000e+00	1.70993566513061523e+00	5.58719456195831299e-01
319	1.44929221423915401e-03	1.80263459682464600e+00	0.00000000000000000e+00	1.80263459682464600e+00	5.62339425086975098e-01
320	1.43881347219568809e-03	1.75298380851745605e+00	0.00000000000000000e+00	1.75298380851745605e+00	5.74200510978698730e-01
321	1.42834775713203519e-03	1.78643703460693359e+00	0.00000000000000000e+00	1.78643703460693359e+00	6.96393728256225586e-01
322	1.41789571462279688e-03	1.68542194366455078e+00	0.00000000000000000e+00	1.68542194366455078e+00	5.23375034332275391e-01
323	1.40745798939919016e-03	1.72140347957611084e+00	0.00000000000000000e+00	1.72140347957611084e+00	5.59254527091979980e-01
324	1.39703522530927149e-03	1.73899149894714355e+00	0.00000000000000000e+00	1.73899149894714355e+00	6.01207137107849121e-01
325	1.38662806527822704e-03	1.70514929294586182e+00	0.00000000000000000e+00	1.70514929294586182e+00	5.26668787002563477e-01
326	1.37623715126870870e-03	1.74374794960021973e+00	0.00000000000000000e+00	1.74374794960021973e+00	6.44707918167114258e-01
327	1.36586312424123767e-03	1.67139256000518799e+00	0.00000000000000000e+00	1.67139256000518799e+00	5.47085106372833252e-01
328	1.35550662411466818e-03	1.78546202182769775e+00	0.00000000000000000e+00	1.78546202182769775e+00	5.53968310356140137e-01
329	1.34516828972671017e-03	1.79627907276153564e+00	0.00000000000000000e+00	1.79627907276153564e+00	6.09141349792480469e-01
330	1.33484875879452810e-03	1.70478320121765137e+00	0.00000000000000000e+00	1.70478320121765137e+00	5.76595008373260498e-01
331	1.32454866787539804e-03	1.78637862205505371e+00	0.00000000000000000e+00	1.78637862205505371e+00	6.10586702823638916e-01
332	1.31426865232744635e-03	1.71468436717987061e+00	0.00000000000000000e+00	1.71468436717987061e+00	6.09345853328704834e-01
333	1.30400934627045444e-03	1.68043816089630127e+00	0.00000000000000000e+00	1.68043816089630127e+00	5.30325591564178467e-01
334	1.29377138254674708e-03	1.67457270622253418e+00	0.00000000000000000e+00	1.67457270622253418e+00	5.83020806312561035e-01
335	1.28355539268215006e-03	1.77296185493469238e+00	0.00000000000000000e+00	1.77296185493469238e+00	6.74625992774963379e-01
336	1.27336200684704062e-03	1.65208983421325684e+00	0.00000000000000000e+00	1.65208983421325684e+00	5.36250054836273193e-01
337	1.26319185381747233e-03	1.75730478763580322e+00	0.00000000000000000e+00	1.75730478763580322e+00	6.25009179115295410e-01
338	1.25304556093638994e-03	1.72014760971069336e+00	0.00000000000000000e+00	1.72014760971069336e+00	5.51108777523040771e-01
339	1.24292375407493113e-03	1.62781643867492676e+00	0.00000000000000000e+00	1.62781643867492676e+00	6.01961135864257812e-01
340	1.23282705759382135e-03	1.80856335163116455e+00	0.00000000000000000e+00	1.80856335163116455e+00	6.51946544647216797e-01
341	1.22275609430485860e-03	1.60194993019104004e+00	0.00000000000000000e+00	1.60194993019104004e+00	5.66333115100860596e-01
342	1.21271148543249867e-03	1.71846616268157959e+00	0.00000000000000000e+00	1.71846616268157959e+00	5.81219077110290527e-01
343	1.20269385057552919e-03	1.78925859928131104e+00	0.00000000000000000e+00	1.78925859928131104e+00	5.71668326854705811e-01
344	1.19270380766885674e-03	1.80671989917755127e+00	0.00000000000000000e+00	1.80671989917755127e+00	6.96251869201660156e-01
345	1.18274197294538437e-03	1.72688722610473633e+00	0.00000000000000000e+00	1.72688722610473633e+00	5.91593265533447266e-01
346	1.17280896089800310e-03	1.73521244525909424e+00	0.00000000000000000e+00	1.73521244525909424e+00	5.67663550376892090e-01
347	1.16290538424168371e-03	1.72957801818847656e+00	0.00000000000000000e+00	1.72957801818847656e+00	5.79726099967956543e-01
348	1.15303185387568468e-03	1.71230661869049072e+00	0.00000000000000000e+00	1.71230661869049072e+00	6.32178246974945068e-01
349	1.14318897884586770e-03	1.77889144420623779e+00	0.00000000000000000e+00	1.77889144420623779e+00	6.06831848621368408e-01
350	1.13337736630712881e-03	1.75022375583648682e+00	0.00000000000000000e+00	1.75022375583648682e+00	6.35355949401855469e-01
351	1.12359762148594609e-03	1.64876425266265869e+00	0.00000000000000000e+00	1.64876425266265869e+00	5.70092260837554932e-01
352	1.11385034764304629e-03	1.64675080776214600e+00	0.00000000000000000e+00	1.64675080776214600e+00	5.78800439834594727e-01
353	1.10413614603619456e-03	1.69469261169433594e+00	0.00000000000000000e+00	1.69469261169433594e+00	5.74962317943572998e-01
354	1.09445561588310323e-03	1.68373119831085205e+00	0.00000000000000000e+00	1.68373119831085205e+00	6.66445076465606689e-01
355	1.08480935432447249e-03	1.71436560153961182e+00	0.00000000000000000e+00	1.71436560153961182e+00	5.75977265834808350e-01
356	1.07519795638715194e-03	1.64128708839416504e+00	0.00000000000000000e+00	1.64128708839416504e+00	5.69278597831726074e-01
357	1.06562201494744195e-03	1.62119054794311523e+00	0.00000000000000000e+00	1.62119054794311523e+00	5.63684463500976562e-01
358	1.05608212069451457e-03	1.68337237834930420e+00	0.00000000000000000e+00	1.68337237834930420e+00	6.12100183963775635e-01
359	1.04657886209398652e-03	1.65164411067962646e+00	0.00000000000000000e+00	1.65164411067962646e+00	5.84993600845336914e-01
360	1.03711282535161190e-03	1.71413612365722656e+00	0.00000000000000000e+00	1.71413612365722656e+00	5.79250872135162354e-01
361	1.02768459437712592e-03	1.66469895839691162e+00	0.00000000000000000e+00	1.66469895839691162e+00	5.94229578971862793e-01
362	1.01829475074822627e-03	1.75013756752014160e+00	0.00000000000000000e+00	1.75013756752014160e+00	6.05169534683227539e-01
363	1.00894387367469768e-03	1.73533785343170166e+00	0.00000000000000000e+00	1.73533785343170166e+00	6.18456542491912842e-01
364	9.99632539962684238e-04	1.61620545387268066e+00	0.00000000000000000e+00	1.61620545387268066e+00	5.45836031436920166e-01
365	9.90361323979111266e-04	1.77504265308380127e+00	0.00000000000000000e+00	1.77504265308380127e+00	6.08731865882873535e-01
366	9.81130797616249720e-04	1.63464295864105225e+00	0.00000000000000000e+00	1.63464295864105225e+00	5.88179707527160645e-01
367	9.71941530256447079e-04	1.66822922229766846e+00	0.00000000000000000e+00	1.66822922229766846e+00	6.16477310657501221e-01
368	9.62794088736998758e-04	1.63975501060485840e+00	0.00000000000000000e+00	1.63975501060485840e+00	5.58393359184265137e-01
369	9.53689037315185958e-04	1.66582202911376953e+00	0.00000000000000000e+00	1.66582202911376953e+00	5.56485533714294434e-01
370	9.44626937633469082e-04	1.63615632057189941e+00	0.00000000000000000e+00	1.63615632057189941e+00	5.81309914588928223e-01
371	9.35608348684843034e-04	1.67819929122924805e+00	0.00000000000000000e+00	1.67819929122924805e+00	5.81700146198272705e-01
372	9.26633826778354278e-04	1.65095329284667969e+00	0.00000000000000000e+00	1.65095329284667969e+00	5.97157835960388184e-01
373	9.17703925504790067e-04	1.65134549140930176e+00	0.00000000000000000e+00	1.65134549140930176e+00	5.44913947582244873e-01
374	9.08819195702522059e-04	1.65921807289123535e+00	0.00000000000000000e+00	1.65921807289123535e+00	6.11927390098571777e-01
375	8.99980185423537404e-04	1.58918988704681396e+00	0.00000000000000000e+00	1.58918988704681396e+00	5.37559449672698975e-01
376	8.91187439899623988e-04	1.67190432548522949e+00	0.00000000000000000e+00	1.67190432548522949e+00	5.79423964023590088e-01
377	8.82441501508743689e-04	1.58246040344238281e+00	0.00000000000000000e+00	1.58246040344238281e+00	5.41083335876464844e-01
378	8.73742909741574334e-04	1.61561894416809082e+00	0.00000000000000000e+00	1.61561894416809082e+00	5.79887926578521729e-01
379	8.65092201168228808e-04	1.63473045825958252e+00	0.00000000000000000e+00	1.63473045825958252e+00	6.11441433429718018e-01
380	8.56489909405161627e-04	1.74817240238189697e+00	0.00000000000000000e+00	1.74817240238189697e+00	6.30606234073638916e-01
381	8.47936565082248119e-04	1.64956080913543701e+00	0.00000000000000000e+00	1.64956080913543701e+00	5.18887817859649658e-01
382	8.39432695810056907e-04	1.57403206825256348e+00	0.00000000000000000e+00	1.57403206825256348e+00	6.13264977931976318e-01
383	8.30978826147300538e-04	1.74872899055480957e+00	0.00000000000000000e+00	1.74872899055480957e+00	5.87947785854339600e-01
384	8.22575477568482133e-04	1.73108923435211182e+00	0.00000000000000000e+00	1.73108923435211182e+00	5.65615475177764893e-01
385	8.14223168431724067e-04	1.57830858230590820e+00	0.00000000000000000e+00	1.57830858230590820e+00	5.36040782928466797e-01
386	8.05922413946798429e-04	1.54232823848724365e+00	0.00000000000000000e+00	1.54232823848724365e+00	5.36754965782165527e-01
387	7.97673726143340056e-04	1.64252865314483643e+00	0.00000000000000000e+00	1.64252865314483643e+00	5.82643032073974609e-01
388	7.89477613839268820e-04	1.59711802005767822e+00	0.00000000000000000e+00	1.59711802005767822e+00	5.12777030467987061e-01
389	7.81334582609398507e-04	1.69124317169189453e+00	0.00000000000000000e+00	1.69124317169189453e+00	5.44006645679473877e-01
390	7.73245134754252232e-04	1.65389931201934814e+00	0.00000000000000000e+00	1.65389931201934814e+00	5.44061243534088135e-01
391	7.65209769269078327e-04	1.66917788982391357e+00	0.00000000000000000e+00	1.66917788982391357e+00	5.74079573154449463e-01
392	7.57228981813070278e-04	1.65379154682159424e+00	0.00000000000000000e+00	1.65379154682159424e+00	5.49359142780303955e-01
393	7.49303264678790270e-04	1.60157358646392822e+00	0.00000000000000000e+00	1.60157358646392822e+00	5.10265052318572998e-01
394	7.41433106761806428e-04	1.66532409191131592e+00	0.00000000000000000e+00	1.66532409191131592e+00	5.64426064491271973e-01
395	7.33618993530528582e-04	1.60978758335113525e+00	0.00000000000000000e+00	1.60978758335113525e+00	5.69777548313140869e-01
396	7.25861406996270190e-04	1.76579773426055908e+00	0.00000000000000000e+00	1.76579773426055908e+00	5.58421313762664795e-01
397	7.18160825683509868e-04	1.76937055587768555e+00	0.00000000000000000e+00	1.76937055587768555e+00	5.50206065177917480e-01
398	7.10517724600375714e-04	1.54586374759674072e+00	0.00000000000000000e+00	1.54586374759674072e+00	5.18931806087493896e-01
399	7.02932575209344861e-04	1.64259147644042969e+00	0.00000000000000000e+00	1.64259147644042969e+00	5.20493626594543457e-01
400	6.95405845398160941e-04	1.56447243690490723e+00	0.00000000000000000e+00	1.56447243690490723e+00	5.40790677070617676e-01
401	6.87937999450972839e-04	1.69989478588104248e+00	0.00000000000000000e+00	1.69989478588104248e+00	5.77854037284851074e-01
402	6.80529498019695283e-04	1.66730415821075439e+00	0.00000000000000000e+00	1.66730415821075439e+00	5.24084150791168213e-01
403	6.73180798095593630e-04	1.63657128810882568e+00	0.00000000000000000e+00	1.63657128810882568e+00	5.20908713340759277e-01
404	6.65892352981094725e-04	1.55600535869598389e+00	0.00000000000000000e+00	1.55600535869598389e+00	4.95025962591171265e-01
405	6.58664612261824784e-04	1.71640527248382568e+00	0.00000000000000000e+00	1.71640527248382568e+00	5.55222094058990479e-01
406	6.51498021778876800e-04	1.60254240036010742e+00	0.00000000000000000e+00	1.60254240036010742e+00	4.86126631498336792e-01
407	6.44393023601310625e-04	1.66056549549102783e+00	0.00000000000000000e+00	1.66056549549102783e+00	5.25441467761993408e-01
408	6.37350055998879648e-04	1.63105499744415283e+00	0.00000000000000000e+00	1.63105499744415283e+00	5.74601769447326660e-01
409	6.30369553415002283e-04	1.51850914955139160e+00	0.00000000000000000e+00	1.51850914955139160e+00	5.52135229110717773e-01
410	6.23451946439958324e-04	1.72275936603546143e+00	0.00000000000000000e+00	1.72275936603546143e+00	5.16321837902069092e-01
411	6.16597661784331198e-04	1.63794875144958496e+00	0.00000000000000000e+00	1.63794875144958496e+00	5.97653985023498535e-01
412	6.09807122252684726e-04	1.64517223834991455e+00	0.00000000000000000e+00	1.64517223834991455e+00	5.46237468719482422e-01
413	6.03080746717483615e-04	1.58171081542968750e+00	0.00000000000000000e+00	1.58171081542968750e+00	5.07179260253906250e-01
414	5.96418950093254865e-04	1.72131836414337158e+00	0.00000000000000000e+00	1.72131836414337158e+00	6.74388170242309570e-01
415	5.89822143310994628e-04	1.52308619022369385e+00	0.00000000000000000e+00	1.52308619022369385e+00	5.47420918941497803e-01
416	5.83290733292817941e-04	1.66477370262145996e+00	0.00000000000000000e+00	1.66477370262145996e+00	5.58704555034637451e-01
417	5.76825122926861501e-04	1.63936543464660645e+00	0.00000000000000000e+00	1.63936543464660645e+00	5.60286045074462891e-01
418	5.70425711042427792e-04	1.73138356208801270e+00	0.00000000000000000e+00	1.73138356208801270e+00	6.37093245983123779e-01
419	5.64092892385385943e-04	1.59962379932403564e+00	0.00000000000000000e+00	1.59962379932403564e+00	5.14476776123046875e-01
420	5.57827057593821203e-04	1.54231071472167969e+00	0.00000000000000000e+00	1.54231071472167969e+00	5.31220555305480957e-01
421	5.51628593173937674e-04	1.65947341918945312e+00	0.00000000000000000e+00	1.65947341918945312e+00	5.26002943515777588e-01
422	5.45497881476218120e-04	1.65787434577941895e+00	0.00000000000000000e+00	1.65787434577941895e+00	5.93830108642578125e-01
423	5.39435300671839424e-04	1.59726178646087646e+00	0.00000000000000000e+00	1.59726178646087646e+00	5.21231293678283691e-01
424	5.33441224729341423e-04	1.70425641536712646e+00	0.00000000000000000e+00	1.70425641536712646e+00	5.40784239768981934e-01
425	5.27516023391563760e-04	1.66163635253906250e+00	0.00000000000000000e+00	1.66163635253906250e+00	5.27095675468444824e-01
426	5.21660062152835466e-04	1.59072923660278320e+00	0.00000000000000000e+00	1.59072923660278320e+00	5.31449019908905029e-01
427	5.15873702236428430e-04	1.56357789039611816e+00	0.00000000000000000e+00	1.56357789039611816e+00	5.59886813163757324e-01
428	5.10157300572279971e-04	1.57292735576629639e+00	0.00000000000000000e+00	1.57292735576629639e+00	5.20571768283843994e-01
429	5.04511209774970203e-04	1.71612679958343506e+00	0.00000000000000000e+00	1.71612679958343506e+00	4.80843901634216309e-01
430	4.98935778121975646e-04	1.56980991363525391e+00	0.00000000000000000e+00	1.56980991363525391e+00	5.11612772941589355e-01
431	4.93431349532183158e-04	1.61197936534881592e+00	0.00000000000000000e+00	1.61197936534881592e+00	5.02050876617431641e-01
432	4.87998263544676275e-04	1.64131343364715576e+00	0.00000000000000000e+00	1.64131343364715576e+00	5.77800571918487549e-01
433	4.82636855297790754e-04	1.56383943557739258e+00	0.00000000000000000e+00	1.56383943557739258e+00	5.45024752616882324e-01
434	4.77347455508442091e-04	1.63303446769714355e+00	0.00000000000000000e+00	1.63303446769714355e+00	5.17299711704254150e-01
